Day_Type,Hour,Area,RU_id,RU_type,Capacity,RU_x,RU_y,Current_load,Load_Percentage,RU_Power
Weekday,0,Office,2339242788048,macro,200,500,1500,0.0,0.0,Idle
Weekday,0,Office,2339322711696,macro,200,500,3750,10.0,5.0,Reduced
Weekday,0,Office,2339341123408,macro,200,1250,500,5.0,2.5,Reduced
Weekday,0,Office,2339322764688,macro,200,1250,2500,21.0,10.5,Reduced
Weekday,0,Office,2339322764944,macro,200,2000,1500,24.0,12.0,Reduced
Weekday,0,Office,2339322765520,macro,200,2000,3750,0.0,0.0,Idle
Weekday,0,Residential,2339341300176,macro,200,3000,1500,81.0,40.5,Full
Weekday,0,Residential,2339341351376,macro,200,3000,3750,163.0,81.5,Full
Weekday,0,Residential,2339341351312,macro,200,3750,500,85.0,42.5,Full
Weekday,0,Residential,2339341351568,macro,200,3750,2500,195.0,97.5,Full
Weekday,0,Residential,2339351509136,macro,200,4500,1500,117.0,58.5,Full
Weekday,0,Residential,2339351648912,macro,200,4500,3750,55.0,27.500000000000004,Full
Weekday,0,Garden_Mall,2339351824784,macro,200,5500,1500,54.0,27.0,Full
Weekday,0,Garden_Mall,2339351832464,macro,200,5500,3750,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351835280,macro,200,6250,2500,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351836240,macro,200,6300,500,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351836304,macro,200,7000,1500,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351836368,macro,200,7000,3750,23.0,11.5,Reduced
Weekday,0,Office,2339351836496,micro,150,750,1000,25.0,16.666666666666664,Reduced
Weekday,0,Office,2339351836560,micro,150,750,3750,0.0,0.0,Idle
Weekday,0,Office,2339351836624,micro,150,1000,4800,0.0,0.0,Idle
Weekday,0,Office,2339351836688,micro,150,1750,1000,0.0,0.0,Idle
Weekday,0,Office,2339351836752,micro,150,1750,3750,12.0,8.0,Reduced
Weekday,0,Office,2339351836816,micro,150,2000,4800,0.0,0.0,Idle
Weekday,0,Office,2339351836880,micro,150,1400,2500,0.0,0.0,Idle
Weekday,0,Residential,2339351836944,micro,150,3000,4800,64.0,42.66666666666667,Full
Weekday,0,Residential,2339351837008,micro,150,3250,1000,52.0,34.66666666666667,Full
Weekday,0,Residential,2339351837072,micro,150,3250,3750,150.0,100.0,Full
Weekday,0,Residential,2339351837136,micro,150,4000,4800,104.0,69.33333333333334,Full
Weekday,0,Residential,2339351837200,micro,150,4250,1000,104.0,69.33333333333334,Full
Weekday,0,Residential,2339351837264,micro,150,4250,3750,84.0,56.00000000000001,Full
Weekday,0,Residential,2339351837328,micro,150,4000,2500,148.0,98.66666666666667,Full
Weekday,0,Garden_Mall,2339351837392,micro,150,5750,1000,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351837456,micro,150,5750,3750,9.0,6.0,Reduced
Weekday,0,Garden_Mall,2339351837520,micro,150,6000,4800,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351837584,micro,150,6750,1000,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351837648,micro,150,6750,3750,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351837712,micro,150,6400,2500,0.0,0.0,Idle
Weekday,0,Garden_Mall,2339351837776,micro,150,7000,4800,0.0,0.0,Idle
Weekday,1,Office,2339242788048,macro,200,500,1500,0.0,0.0,Idle
Weekday,1,Office,2339322711696,macro,200,500,3750,0.0,0.0,Idle
Weekday,1,Office,2339341123408,macro,200,1250,500,0.0,0.0,Idle
Weekday,1,Office,2339322764688,macro,200,1250,2500,21.0,10.5,Reduced
Weekday,1,Office,2339322764944,macro,200,2000,1500,0.0,0.0,Idle
Weekday,1,Office,2339322765520,macro,200,2000,3750,25.0,12.5,Reduced
Weekday,1,Residential,2339341300176,macro,200,3000,1500,32.0,16.0,Reduced
Weekday,1,Residential,2339341351376,macro,200,3000,3750,83.0,41.5,Full
Weekday,1,Residential,2339341351312,macro,200,3750,500,62.0,31.0,Full
Weekday,1,Residential,2339341351568,macro,200,3750,2500,27.0,13.5,Reduced
Weekday,1,Residential,2339351509136,macro,200,4500,1500,52.0,26.0,Full
Weekday,1,Residential,2339351648912,macro,200,4500,3750,42.5,21.25,Reduced
Weekday,1,Garden_Mall,2339351824784,macro,200,5500,1500,0.0,0.0,Idle
Weekday,1,Garden_Mall,2339351832464,macro,200,5500,3750,0.0,0.0,Idle
Weekday,1,Garden_Mall,2339351835280,macro,200,6250,2500,25.0,12.5,Reduced
Weekday,1,Garden_Mall,2339351836240,macro,200,6300,500,0.0,0.0,Idle
Weekday,1,Garden_Mall,2339351836304,macro,200,7000,1500,16.0,8.0,Reduced
Weekday,1,Garden_Mall,2339351836368,macro,200,7000,3750,0.0,0.0,Idle
Weekday,1,Office,2339351836496,micro,150,750,1000,11.0,7.333333333333333,Reduced
Weekday,1,Office,2339351836560,micro,150,750,3750,0.0,0.0,Idle
Weekday,1,Office,2339351836624,micro,150,1000,4800,0.0,0.0,Idle
Weekday,1,Office,2339351836688,micro,150,1750,1000,0.0,0.0,Idle
Weekday,1,Office,2339351836752,micro,150,1750,3750,0.0,0.0,Idle
Weekday,1,Office,2339351836816,micro,150,2000,4800,0.0,0.0,Idle
Weekday,1,Office,2339351836880,micro,150,1400,2500,51.0,34.0,Full
Weekday,1,Residential,2339351836944,micro,150,3000,4800,37.5,25.0,Reduced
Weekday,1,Residential,2339351837008,micro,150,3250,1000,50.5,33.666666666666664,Full
Weekday,1,Residential,2339351837072,micro,150,3250,3750,21.0,14.000000000000002,Reduced
Weekday,1,Residential,2339351837136,micro,150,4000,4800,68.0,45.33333333333333,Full
Weekday,1,Residential,2339351837200,micro,150,4250,1000,68.5,45.666666666666664,Full
Weekday,1,Residential,2339351837264,micro,150,4250,3750,93.0,62.0,Full
Weekday,1,Residential,2339351837328,micro,150,4000,2500,60.5,40.33333333333333,Full
Weekday,1,Garden_Mall,2339351837392,micro,150,5750,1000,0.0,0.0,Idle
Weekday,1,Garden_Mall,2339351837456,micro,150,5750,3750,0.0,0.0,Idle
Weekday,1,Garden_Mall,2339351837520,micro,150,6000,4800,0.0,0.0,Idle
Weekday,1,Garden_Mall,2339351837584,micro,150,6750,1000,0.0,0.0,Idle
Weekday,1,Garden_Mall,2339351837648,micro,150,6750,3750,19.0,12.666666666666668,Reduced
Weekday,1,Garden_Mall,2339351837712,micro,150,6400,2500,22.0,14.666666666666666,Reduced
Weekday,1,Garden_Mall,2339351837776,micro,150,7000,4800,0.0,0.0,Idle
Weekday,2,Office,2339242788048,macro,200,500,1500,0.0,0.0,Idle
Weekday,2,Office,2339322711696,macro,200,500,3750,0.0,0.0,Idle
Weekday,2,Office,2339341123408,macro,200,1250,500,0.0,0.0,Idle
Weekday,2,Office,2339322764688,macro,200,1250,2500,0.0,0.0,Idle
Weekday,2,Office,2339322764944,macro,200,2000,1500,0.0,0.0,Idle
Weekday,2,Office,2339322765520,macro,200,2000,3750,0.0,0.0,Idle
Weekday,2,Residential,2339341300176,macro,200,3000,1500,74.0,37.0,Full
Weekday,2,Residential,2339341351376,macro,200,3000,3750,59.0,29.5,Full
Weekday,2,Residential,2339341351312,macro,200,3750,500,20.5,10.25,Reduced
Weekday,2,Residential,2339341351568,macro,200,3750,2500,40.5,20.25,Reduced
Weekday,2,Residential,2339351509136,macro,200,4500,1500,74.5,37.25,Full
Weekday,2,Residential,2339351648912,macro,200,4500,3750,71.5,35.75,Full
Weekday,2,Garden_Mall,2339351824784,macro,200,5500,1500,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351832464,macro,200,5500,3750,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351835280,macro,200,6250,2500,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351836240,macro,200,6300,500,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351836304,macro,200,7000,1500,13.0,6.5,Reduced
Weekday,2,Garden_Mall,2339351836368,macro,200,7000,3750,26.0,13.0,Reduced
Weekday,2,Office,2339351836496,micro,150,750,1000,0.0,0.0,Idle
Weekday,2,Office,2339351836560,micro,150,750,3750,0.0,0.0,Idle
Weekday,2,Office,2339351836624,micro,150,1000,4800,30.0,20.0,Reduced
Weekday,2,Office,2339351836688,micro,150,1750,1000,7.0,4.666666666666667,Reduced
Weekday,2,Office,2339351836752,micro,150,1750,3750,0.0,0.0,Idle
Weekday,2,Office,2339351836816,micro,150,2000,4800,21.0,14.000000000000002,Reduced
Weekday,2,Office,2339351836880,micro,150,1400,2500,16.0,10.666666666666668,Reduced
Weekday,2,Residential,2339351836944,micro,150,3000,4800,36.5,24.333333333333336,Reduced
Weekday,2,Residential,2339351837008,micro,150,3250,1000,94.5,63.0,Full
Weekday,2,Residential,2339351837072,micro,150,3250,3750,8.0,5.333333333333334,Reduced
Weekday,2,Residential,2339351837136,micro,150,4000,4800,77.0,51.33333333333333,Full
Weekday,2,Residential,2339351837200,micro,150,4250,1000,32.5,21.666666666666668,Reduced
Weekday,2,Residential,2339351837264,micro,150,4250,3750,33.5,22.333333333333332,Reduced
Weekday,2,Residential,2339351837328,micro,150,4000,2500,97.5,65.0,Full
Weekday,2,Garden_Mall,2339351837392,micro,150,5750,1000,10.0,6.666666666666667,Reduced
Weekday,2,Garden_Mall,2339351837456,micro,150,5750,3750,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351837520,micro,150,6000,4800,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351837584,micro,150,6750,1000,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351837648,micro,150,6750,3750,0.0,0.0,Idle
Weekday,2,Garden_Mall,2339351837712,micro,150,6400,2500,23.0,15.333333333333332,Reduced
Weekday,2,Garden_Mall,2339351837776,micro,150,7000,4800,0.0,0.0,Idle
Weekday,3,Office,2339242788048,macro,200,500,1500,0.0,0.0,Idle
Weekday,3,Office,2339322711696,macro,200,500,3750,0.0,0.0,Idle
Weekday,3,Office,2339341123408,macro,200,1250,500,13.0,6.5,Reduced
Weekday,3,Office,2339322764688,macro,200,1250,2500,0.0,0.0,Idle
Weekday,3,Office,2339322764944,macro,200,2000,1500,25.0,12.5,Reduced
Weekday,3,Office,2339322765520,macro,200,2000,3750,24.0,12.0,Reduced
Weekday,3,Residential,2339341300176,macro,200,3000,1500,51.0,25.5,Full
Weekday,3,Residential,2339341351376,macro,200,3000,3750,78.0,39.0,Full
Weekday,3,Residential,2339341351312,macro,200,3750,500,57.0,28.499999999999996,Full
Weekday,3,Residential,2339341351568,macro,200,3750,2500,29.5,14.75,Reduced
Weekday,3,Residential,2339351509136,macro,200,4500,1500,100.5,50.24999999999999,Full
Weekday,3,Residential,2339351648912,macro,200,4500,3750,39.0,19.5,Reduced
Weekday,3,Garden_Mall,2339351824784,macro,200,5500,1500,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351832464,macro,200,5500,3750,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351835280,macro,200,6250,2500,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351836240,macro,200,6300,500,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351836304,macro,200,7000,1500,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351836368,macro,200,7000,3750,26.0,13.0,Reduced
Weekday,3,Office,2339351836496,micro,150,750,1000,0.0,0.0,Idle
Weekday,3,Office,2339351836560,micro,150,750,3750,0.0,0.0,Idle
Weekday,3,Office,2339351836624,micro,150,1000,4800,0.0,0.0,Idle
Weekday,3,Office,2339351836688,micro,150,1750,1000,4.0,2.666666666666667,Reduced
Weekday,3,Office,2339351836752,micro,150,1750,3750,0.0,0.0,Idle
Weekday,3,Office,2339351836816,micro,150,2000,4800,0.0,0.0,Idle
Weekday,3,Office,2339351836880,micro,150,1400,2500,7.0,4.666666666666667,Reduced
Weekday,3,Residential,2339351836944,micro,150,3000,4800,63.5,42.333333333333336,Full
Weekday,3,Residential,2339351837008,micro,150,3250,1000,83.0,55.333333333333336,Full
Weekday,3,Residential,2339351837072,micro,150,3250,3750,37.0,24.666666666666668,Reduced
Weekday,3,Residential,2339351837136,micro,150,4000,4800,38.0,25.333333333333336,Reduced
Weekday,3,Residential,2339351837200,micro,150,4250,1000,80.0,53.333333333333336,Full
Weekday,3,Residential,2339351837264,micro,150,4250,3750,32.0,21.333333333333336,Reduced
Weekday,3,Residential,2339351837328,micro,150,4000,2500,44.0,29.333333333333332,Reduced
Weekday,3,Garden_Mall,2339351837392,micro,150,5750,1000,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351837456,micro,150,5750,3750,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351837520,micro,150,6000,4800,9.0,6.0,Reduced
Weekday,3,Garden_Mall,2339351837584,micro,150,6750,1000,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351837648,micro,150,6750,3750,12.0,8.0,Reduced
Weekday,3,Garden_Mall,2339351837712,micro,150,6400,2500,0.0,0.0,Idle
Weekday,3,Garden_Mall,2339351837776,micro,150,7000,4800,0.0,0.0,Idle
Weekday,4,Office,2339242788048,macro,200,500,1500,56.0,28.000000000000004,Full
Weekday,4,Office,2339322711696,macro,200,500,3750,0.0,0.0,Idle
Weekday,4,Office,2339341123408,macro,200,1250,500,0.0,0.0,Idle
Weekday,4,Office,2339322764688,macro,200,1250,2500,43.0,21.5,Reduced
Weekday,4,Office,2339322764944,macro,200,2000,1500,0.0,0.0,Idle
Weekday,4,Office,2339322765520,macro,200,2000,3750,0.0,0.0,Idle
Weekday,4,Residential,2339341300176,macro,200,3000,1500,60.0,30.0,Full
Weekday,4,Residential,2339341351376,macro,200,3000,3750,48.0,24.0,Full
Weekday,4,Residential,2339341351312,macro,200,3750,500,39.0,19.5,Reduced
Weekday,4,Residential,2339341351568,macro,200,3750,2500,26.0,13.0,Reduced
Weekday,4,Residential,2339351509136,macro,200,4500,1500,123.5,61.75000000000001,Full
Weekday,4,Residential,2339351648912,macro,200,4500,3750,89.5,44.75,Full
Weekday,4,Garden_Mall,2339351824784,macro,200,5500,1500,0.0,0.0,Idle
Weekday,4,Garden_Mall,2339351832464,macro,200,5500,3750,3.0,1.5,Reduced
Weekday,4,Garden_Mall,2339351835280,macro,200,6250,2500,15.0,7.5,Reduced
Weekday,4,Garden_Mall,2339351836240,macro,200,6300,500,10.0,5.0,Reduced
Weekday,4,Garden_Mall,2339351836304,macro,200,7000,1500,0.0,0.0,Idle
Weekday,4,Garden_Mall,2339351836368,macro,200,7000,3750,0.0,0.0,Idle
Weekday,4,Office,2339351836496,micro,150,750,1000,0.0,0.0,Idle
Weekday,4,Office,2339351836560,micro,150,750,3750,20.0,13.333333333333334,Reduced
Weekday,4,Office,2339351836624,micro,150,1000,4800,0.0,0.0,Idle
Weekday,4,Office,2339351836688,micro,150,1750,1000,4.0,2.666666666666667,Reduced
Weekday,4,Office,2339351836752,micro,150,1750,3750,23.0,15.333333333333332,Reduced
Weekday,4,Office,2339351836816,micro,150,2000,4800,0.0,0.0,Idle
Weekday,4,Office,2339351836880,micro,150,1400,2500,0.0,0.0,Idle
Weekday,4,Residential,2339351836944,micro,150,3000,4800,41.0,27.333333333333332,Reduced
Weekday,4,Residential,2339351837008,micro,150,3250,1000,32.5,21.666666666666668,Reduced
Weekday,4,Residential,2339351837072,micro,150,3250,3750,17.5,11.666666666666666,Reduced
Weekday,4,Residential,2339351837136,micro,150,4000,4800,57.5,38.333333333333336,Full
Weekday,4,Residential,2339351837200,micro,150,4250,1000,50.5,33.666666666666664,Full
Weekday,4,Residential,2339351837264,micro,150,4250,3750,52.5,35.0,Full
Weekday,4,Residential,2339351837328,micro,150,4000,2500,45.5,30.333333333333336,Full
Weekday,4,Garden_Mall,2339351837392,micro,150,5750,1000,26.0,17.333333333333336,Reduced
Weekday,4,Garden_Mall,2339351837456,micro,150,5750,3750,0.0,0.0,Idle
Weekday,4,Garden_Mall,2339351837520,micro,150,6000,4800,0.0,0.0,Idle
Weekday,4,Garden_Mall,2339351837584,micro,150,6750,1000,19.0,12.666666666666668,Reduced
Weekday,4,Garden_Mall,2339351837648,micro,150,6750,3750,0.0,0.0,Idle
Weekday,4,Garden_Mall,2339351837712,micro,150,6400,2500,0.0,0.0,Idle
Weekday,4,Garden_Mall,2339351837776,micro,150,7000,4800,0.0,0.0,Idle
Weekday,5,Office,2339242788048,macro,200,500,1500,0.0,0.0,Idle
Weekday,5,Office,2339322711696,macro,200,500,3750,0.0,0.0,Idle
Weekday,5,Office,2339341123408,macro,200,1250,500,0.0,0.0,Idle
Weekday,5,Office,2339322764688,macro,200,1250,2500,0.0,0.0,Idle
Weekday,5,Office,2339322764944,macro,200,2000,1500,6.0,3.0,Reduced
Weekday,5,Office,2339322765520,macro,200,2000,3750,8.0,4.0,Reduced
Weekday,5,Residential,2339341300176,macro,200,3000,1500,19.5,9.75,Reduced
Weekday,5,Residential,2339341351376,macro,200,3000,3750,72.0,36.0,Full
Weekday,5,Residential,2339341351312,macro,200,3750,500,60.5,30.25,Full
Weekday,5,Residential,2339341351568,macro,200,3750,2500,82.0,41.0,Full
Weekday,5,Residential,2339351509136,macro,200,4500,1500,11.0,5.5,Reduced
Weekday,5,Residential,2339351648912,macro,200,4500,3750,119.0,59.5,Full
Weekday,5,Garden_Mall,2339351824784,macro,200,5500,1500,25.0,12.5,Reduced
Weekday,5,Garden_Mall,2339351832464,macro,200,5500,3750,0.0,0.0,Idle
Weekday,5,Garden_Mall,2339351835280,macro,200,6250,2500,9.0,4.5,Reduced
Weekday,5,Garden_Mall,2339351836240,macro,200,6300,500,0.0,0.0,Idle
Weekday,5,Garden_Mall,2339351836304,macro,200,7000,1500,27.0,13.5,Reduced
Weekday,5,Garden_Mall,2339351836368,macro,200,7000,3750,25.0,12.5,Reduced
Weekday,5,Office,2339351836496,micro,150,750,1000,29.0,19.333333333333332,Reduced
Weekday,5,Office,2339351836560,micro,150,750,3750,0.0,0.0,Idle
Weekday,5,Office,2339351836624,micro,150,1000,4800,12.0,8.0,Reduced
Weekday,5,Office,2339351836688,micro,150,1750,1000,0.0,0.0,Idle
Weekday,5,Office,2339351836752,micro,150,1750,3750,0.0,0.0,Idle
Weekday,5,Office,2339351836816,micro,150,2000,4800,0.0,0.0,Idle
Weekday,5,Office,2339351836880,micro,150,1400,2500,0.0,0.0,Idle
Weekday,5,Residential,2339351836944,micro,150,3000,4800,46.0,30.666666666666664,Full
Weekday,5,Residential,2339351837008,micro,150,3250,1000,13.0,8.666666666666668,Reduced
Weekday,5,Residential,2339351837072,micro,150,3250,3750,62.0,41.333333333333336,Full
Weekday,5,Residential,2339351837136,micro,150,4000,4800,14.0,9.333333333333334,Reduced
Weekday,5,Residential,2339351837200,micro,150,4250,1000,82.0,54.666666666666664,Full
Weekday,5,Residential,2339351837264,micro,150,4250,3750,93.5,62.33333333333333,Full
Weekday,5,Residential,2339351837328,micro,150,4000,2500,41.5,27.666666666666668,Reduced
Weekday,5,Garden_Mall,2339351837392,micro,150,5750,1000,0.0,0.0,Idle
Weekday,5,Garden_Mall,2339351837456,micro,150,5750,3750,0.0,0.0,Idle
Weekday,5,Garden_Mall,2339351837520,micro,150,6000,4800,0.0,0.0,Idle
Weekday,5,Garden_Mall,2339351837584,micro,150,6750,1000,0.0,0.0,Idle
Weekday,5,Garden_Mall,2339351837648,micro,150,6750,3750,0.0,0.0,Idle
Weekday,5,Garden_Mall,2339351837712,micro,150,6400,2500,12.0,8.0,Reduced
Weekday,5,Garden_Mall,2339351837776,micro,150,7000,4800,0.0,0.0,Idle
Weekday,6,Office,2339242788048,macro,200,500,1500,0.0,0.0,Idle
Weekday,6,Office,2339322711696,macro,200,500,3750,0.0,0.0,Idle
Weekday,6,Office,2339341123408,macro,200,1250,500,6.0,3.0,Reduced
Weekday,6,Office,2339322764688,macro,200,1250,2500,0.0,0.0,Idle
Weekday,6,Office,2339322764944,macro,200,2000,1500,12.0,6.0,Reduced
Weekday,6,Office,2339322765520,macro,200,2000,3750,0.0,0.0,Idle
Weekday,6,Residential,2339341300176,macro,200,3000,1500,124.0,62.0,Full
Weekday,6,Residential,2339341351376,macro,200,3000,3750,126.0,63.0,Full
Weekday,6,Residential,2339341351312,macro,200,3750,500,152.0,76.0,Full
Weekday,6,Residential,2339341351568,macro,200,3750,2500,163.0,81.5,Full
Weekday,6,Residential,2339351509136,macro,200,4500,1500,95.0,47.5,Full
Weekday,6,Residential,2339351648912,macro,200,4500,3750,135.0,67.5,Full
Weekday,6,Garden_Mall,2339351824784,macro,200,5500,1500,1.0,0.5,Reduced
Weekday,6,Garden_Mall,2339351832464,macro,200,5500,3750,17.0,8.5,Reduced
Weekday,6,Garden_Mall,2339351835280,macro,200,6250,2500,9.0,4.5,Reduced
Weekday,6,Garden_Mall,2339351836240,macro,200,6300,500,0.0,0.0,Idle
Weekday,6,Garden_Mall,2339351836304,macro,200,7000,1500,0.0,0.0,Idle
Weekday,6,Garden_Mall,2339351836368,macro,200,7000,3750,0.0,0.0,Idle
Weekday,6,Office,2339351836496,micro,150,750,1000,0.0,0.0,Idle
Weekday,6,Office,2339351836560,micro,150,750,3750,0.0,0.0,Idle
Weekday,6,Office,2339351836624,micro,150,1000,4800,0.0,0.0,Idle
Weekday,6,Office,2339351836688,micro,150,1750,1000,41.0,27.333333333333332,Reduced
Weekday,6,Office,2339351836752,micro,150,1750,3750,30.0,20.0,Reduced
Weekday,6,Office,2339351836816,micro,150,2000,4800,0.0,0.0,Idle
Weekday,6,Office,2339351836880,micro,150,1400,2500,0.0,0.0,Idle
Weekday,6,Residential,2339351836944,micro,150,3000,4800,91.0,60.66666666666667,Full
Weekday,6,Residential,2339351837008,micro,150,3250,1000,142.0,94.66666666666667,Full
Weekday,6,Residential,2339351837072,micro,150,3250,3750,90.0,60.0,Full
Weekday,6,Residential,2339351837136,micro,150,4000,4800,88.0,58.666666666666664,Full
Weekday,6,Residential,2339351837200,micro,150,4250,1000,32.0,21.333333333333336,Reduced
Weekday,6,Residential,2339351837264,micro,150,4250,3750,97.0,64.66666666666666,Full
Weekday,6,Residential,2339351837328,micro,150,4000,2500,109.0,72.66666666666667,Full
Weekday,6,Garden_Mall,2339351837392,micro,150,5750,1000,16.0,10.666666666666668,Reduced
Weekday,6,Garden_Mall,2339351837456,micro,150,5750,3750,0.0,0.0,Idle
Weekday,6,Garden_Mall,2339351837520,micro,150,6000,4800,0.0,0.0,Idle
Weekday,6,Garden_Mall,2339351837584,micro,150,6750,1000,0.0,0.0,Idle
Weekday,6,Garden_Mall,2339351837648,micro,150,6750,3750,0.0,0.0,Idle
Weekday,6,Garden_Mall,2339351837712,micro,150,6400,2500,9.0,6.0,Reduced
Weekday,6,Garden_Mall,2339351837776,micro,150,7000,4800,0.0,0.0,Idle
Weekday,7,Office,2339242788048,macro,200,500,1500,0.0,0.0,Idle
Weekday,7,Office,2339322711696,macro,200,500,3750,0.0,0.0,Idle
Weekday,7,Office,2339341123408,macro,200,1250,500,0.0,0.0,Idle
Weekday,7,Office,2339322764688,macro,200,1250,2500,0.0,0.0,Idle
Weekday,7,Office,2339322764944,macro,200,2000,1500,27.0,13.5,Reduced
Weekday,7,Office,2339322765520,macro,200,2000,3750,13.0,6.5,Reduced
Weekday,7,Residential,2339341300176,macro,200,3000,1500,144.0,72.0,Full
Weekday,7,Residential,2339341351376,macro,200,3000,3750,95.0,47.5,Full
Weekday,7,Residential,2339341351312,macro,200,3750,500,68.0,34.0,Full
Weekday,7,Residential,2339341351568,macro,200,3750,2500,189.0,94.5,Full
Weekday,7,Residential,2339351509136,macro,200,4500,1500,116.0,57.99999999999999,Full
Weekday,7,Residential,2339351648912,macro,200,4500,3750,117.0,58.5,Full
Weekday,7,Garden_Mall,2339351824784,macro,200,5500,1500,39.0,19.5,Reduced
Weekday,7,Garden_Mall,2339351832464,macro,200,5500,3750,0.0,0.0,Idle
Weekday,7,Garden_Mall,2339351835280,macro,200,6250,2500,0.0,0.0,Idle
Weekday,7,Garden_Mall,2339351836240,macro,200,6300,500,0.0,0.0,Idle
Weekday,7,Garden_Mall,2339351836304,macro,200,7000,1500,0.0,0.0,Idle
Weekday,7,Garden_Mall,2339351836368,macro,200,7000,3750,0.0,0.0,Idle
Weekday,7,Office,2339351836496,micro,150,750,1000,0.0,0.0,Idle
Weekday,7,Office,2339351836560,micro,150,750,3750,0.0,0.0,Idle
Weekday,7,Office,2339351836624,micro,150,1000,4800,0.0,0.0,Idle
Weekday,7,Office,2339351836688,micro,150,1750,1000,21.0,14.000000000000002,Reduced
Weekday,7,Office,2339351836752,micro,150,1750,3750,0.0,0.0,Idle
Weekday,7,Office,2339351836816,micro,150,2000,4800,0.0,0.0,Idle
Weekday,7,Office,2339351836880,micro,150,1400,2500,30.0,20.0,Reduced
Weekday,7,Residential,2339351836944,micro,150,3000,4800,91.0,60.66666666666667,Full
Weekday,7,Residential,2339351837008,micro,150,3250,1000,76.0,50.66666666666667,Full
Weekday,7,Residential,2339351837072,micro,150,3250,3750,79.0,52.666666666666664,Full
Weekday,7,Residential,2339351837136,micro,150,4000,4800,127.0,84.66666666666667,Full
Weekday,7,Residential,2339351837200,micro,150,4250,1000,137.0,91.33333333333333,Full
Weekday,7,Residential,2339351837264,micro,150,4250,3750,78.0,52.0,Full
Weekday,7,Residential,2339351837328,micro,150,4000,2500,77.0,51.33333333333333,Full
Weekday,7,Garden_Mall,2339351837392,micro,150,5750,1000,12.0,8.0,Reduced
Weekday,7,Garden_Mall,2339351837456,micro,150,5750,3750,0.0,0.0,Idle
Weekday,7,Garden_Mall,2339351837520,micro,150,6000,4800,0.0,0.0,Idle
Weekday,7,Garden_Mall,2339351837584,micro,150,6750,1000,38.0,25.333333333333336,Reduced
Weekday,7,Garden_Mall,2339351837648,micro,150,6750,3750,0.0,0.0,Idle
Weekday,7,Garden_Mall,2339351837712,micro,150,6400,2500,10.0,6.666666666666667,Reduced
Weekday,7,Garden_Mall,2339351837776,micro,150,7000,4800,1.0,0.6666666666666667,Reduced
Weekday,8,Office,2339242788048,macro,200,500,1500,88.0,44.0,Full
Weekday,8,Office,2339322711696,macro,200,500,3750,23.0,11.5,Reduced
Weekday,8,Office,2339341123408,macro,200,1250,500,81.0,40.5,Full
Weekday,8,Office,2339322764688,macro,200,1250,2500,89.0,44.5,Full
Weekday,8,Office,2339322764944,macro,200,2000,1500,49.0,24.5,Full
Weekday,8,Office,2339322765520,macro,200,2000,3750,49.0,24.5,Full
Weekday,8,Residential,2339341300176,macro,200,3000,1500,65.0,32.5,Full
Weekday,8,Residential,2339341351376,macro,200,3000,3750,26.0,13.0,Reduced
Weekday,8,Residential,2339341351312,macro,200,3750,500,52.0,26.0,Full
Weekday,8,Residential,2339341351568,macro,200,3750,2500,29.0,14.499999999999998,Reduced
Weekday,8,Residential,2339351509136,macro,200,4500,1500,27.0,13.5,Reduced
Weekday,8,Residential,2339351648912,macro,200,4500,3750,52.0,26.0,Full
Weekday,8,Garden_Mall,2339351824784,macro,200,5500,1500,90.0,45.0,Full
Weekday,8,Garden_Mall,2339351832464,macro,200,5500,3750,26.0,13.0,Reduced
Weekday,8,Garden_Mall,2339351835280,macro,200,6250,2500,25.0,12.5,Reduced
Weekday,8,Garden_Mall,2339351836240,macro,200,6300,500,80.0,40.0,Full
Weekday,8,Garden_Mall,2339351836304,macro,200,7000,1500,29.0,14.499999999999998,Reduced
Weekday,8,Garden_Mall,2339351836368,macro,200,7000,3750,0.0,0.0,Idle
Weekday,8,Office,2339351836496,micro,150,750,1000,135.0,90.0,Full
Weekday,8,Office,2339351836560,micro,150,750,3750,23.0,15.333333333333332,Reduced
Weekday,8,Office,2339351836624,micro,150,1000,4800,50.0,33.33333333333333,Full
